source,case,family,trial_id,mIoU,stage1_varied,path,depth_nan_ratio,denoise_retained_ratio,unfold_residual,orient_agreement,sam_fill_rate,sam_ontology_divergence,det_row_residual_px,det_row_gated,det_row_y_std,phase_incoherence_deg,recentre_residual_max_cm,orient_axis_corr
reuse_v2,3-1,continuous,3-1-anchor,0.85,False,data/anchors/3-1,0.16229315232751773,0.7266268101170488,2.341805806147327,0.9989160794172076,0.6735175946644923,0.2026786621937583,0.0,0.0,0.0,1.2,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-gate,0.85,False,data/bo-elegant/3-1-trials/runs/3-1-gate,0.16229315232751773,0.7266268101170488,2.341805806147327,0.9989160794172076,0.6735175946644923,0.2026786621937583,1.3685608244970866,1.0,5.325690362284073,1.2,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t000,0.85,False,data/bo-elegant/3-1-trials/runs/3-1-t000,0.16229315232751773,0.7266268101170488,2.341805806147327,0.9989160794172076,0.6735175946644923,0.2026786621937583,1.3685608244970866,1.0,5.325690362284073,1.2,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t001,0.116,False,data/bo-elegant/3-1-trials/runs/3-1-t001,0.5309447452560787,0.35840706587534504,2.341805806147327,0.9989160794172076,0.3293300427301218,0.4982674982674983,6.143112096717122,1.0,0.0,2.4,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t002,0.068,False,data/bo-elegant/3-1-trials/runs/3-1-t002,0.7541656291500664,0.16726524108440521,2.341805806147327,0.9989160794172076,0.15619835739560997,0.36634488621458006,0.0,0.0,13.732344398383521,3.4,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t003,0.374,False,data/bo-elegant/3-1-trials/runs/3-1-t003,0.15161324692625996,0.685418540453568,2.341805806147327,0.9989160794172076,0.5769733504710273,0.2614439634828809,0.0,0.0,0.0,1.7,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t004,0.744,False,data/bo-elegant/3-1-trials/runs/3-1-t004,0.18735386811811625,0.6878833806902175,2.341805806147327,0.9989160794172076,0.6356642464342289,0.2422860434791833,4.97989818511643,1.0,5.344462033264113,1.4,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t005,0.253,False,data/bo-elegant/3-1-trials/runs/3-1-t005,0.1790822981481719,0.709239105063815,2.341805806147327,0.9989160794172076,0.5139814327817527,0.1465387441064393,6.32704352775198,1.0,0.0,2.1,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t006,0.707,False,data/bo-elegant/3-1-trials/runs/3-1-t006,0.1713095344604728,0.6313149860419085,2.341805806147327,0.9989160794172076,0.5852766254096397,0.2800468466264846,0.0,0.0,8.11733469717684,1.2,9.4,-0.9989160794172076
reuse_v2,3-1,continuous,3-1-t008,0.162,False,data/bo-elegant/3-1-trials/runs/3-1-t008,0.33436558253940535,0.5169099866487821,2.341805806147327,0.9989160794172076,0.4816755311699588,0.1563611517624369,6.01152644741121,1.0,0.0,1.0,9.4,-0.9989160794172076
